食譜名稱,食譜食材,食譜網址,圖片網址
暖心熱可可,"熱牛奶 150 克, 無糖可可粉 2 大匙, 砂糖 1 大匙, 表面裝飾, 無糖可可粉 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11917251-%E6%9A%96%E5%BF%83%E7%86%B1%E5%8F%AF%E5%8F%AF,https://cookpad.com/tw/recipe/images/b48a38c1c8251e6f
板豆腐佐香菜蕃茄泥,"板豆腐1塊, 蕃茄1顆, 木耳1片, 香菜1小把, 義式香料少許, 白醋2小匙, 糖1小匙, 鹽1小匙, ",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11916950-%E6%9D%BF%E8%B1%86%E8%85%90%E4%BD%90%E9%A6%99%E8%8F%9C%E8%95%83%E8%8C%84%E6%B3%A5,https://cookpad.com/tw/recipe/images/d588e6927b8a93a4
蔥爆里肌肉便當,"蔥 兩根, 里肌肉 100 克, 一包曾拌麵, 餛飩10顆, 蛋 兩顆, 鹽適量, 醬油、蠔油、雞精適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11916794-%E8%94%A5%E7%88%86%E9%87%8C%E8%82%8C%E8%82%89%E4%BE%BF%E7%95%B6,https://cookpad.com/tw/recipe/images/8ce44f5d600e1312
薑炒青江菜金針菇,"青江菜 一包, 金針菇 一包, 紅蘿蔔 一條, 薑 三片, 鹽 適量, 水 適量, 油 一匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11916301-%E8%96%91%E7%82%92%E9%9D%92%E6%B1%9F%E8%8F%9C%E9%87%91%E9%87%9D%E8%8F%87,https://cookpad.com/tw/recipe/images/47a0abccbd2893a0
涼拌海帶芽皮蛋,"乾海帶芽一小飯碗, 皮蛋三顆, 蒜頭四小瓣, 醬油兩大匙, 香油一大匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11916267-%E6%B6%BC%E6%8B%8C%E6%B5%B7%E5%B8%B6%E8%8A%BD%E7%9A%AE%E8%9B%8B,https://cookpad.com/tw/recipe/images/562bc30b9a5527aa
醋溜馬鈴薯,"白玉馬鈴薯 3 顆, 鹽 1 小匙, 米酒 1/2 小匙, 醬油 1 大匙, 味醂 1/2 小匙, 白醋 1 大匙, 蔥花 些許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11916261-%E9%86%8B%E6%BA%9C%E9%A6%AC%E9%88%B4%E8%96%AF,https://cookpad.com/tw/recipe/images/e84443b4a0dc2ee4
自製低碳舒芙蕾鬆餅,蛋黃 1顆 牛奶 20 克 杏仁粉粉 20 克 高蛋白粉 5克 蛋白糊 蛋白2顆 細砂糖 30 克 檸檬汁幾滴(也可不加),https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11871390-%E8%87%AA%E8%A3%BD%E4%BD%8E%E7%A2%B3%E8%88%92%E8%8A%99%E8%95%BE%E9%AC%86%E9%A4%85,https://cookpad.com/tw/recipe/images/6b07934480a4b9be
番茄炒蛋,"食材, 雞蛋5顆, 牛蕃茄2顆, 調味料, 安麗橄欖油, 香油, 白胡椒, 番茄醬, 太白粉加水, 糖3匙, 水",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11845612-%E7%95%AA%E8%8C%84%E7%82%92%E8%9B%8B,https://cookpad.com/tw/recipe/images/275f83a6638c571d
檸檬塔,"塔皮：, 奶油44g, 砂糖24g, 鹽巴1g, 全蛋17g, 低筋麵粉88g, 檸檬餡：, 檸檬汁30g, 奶油28g, 全蛋68g, 砂糖53g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11916193-%E6%AA%B8%E6%AA%AC%E5%A1%94,https://cookpad.com/tw/recipe/images/7f38366b3f02046b
台式風味烤豬排,"厚豬排 三片, 大蒜 四五瓣 切碎, 米酒 兩湯匙, 黑胡椒粉 一小匙, 醬油 三湯匙, 麵粉 三大匙, 雞高湯 半杯",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11916168-%E5%8F%B0%E5%BC%8F%E9%A2%A8%E5%91%B3%E7%83%A4%E8%B1%AC%E6%8E%92,https://cookpad.com/tw/recipe/images/cb4694fde64643a2
【厚生廚房】蘿蔔燒雞,"帶骨雞肉切塊 250g、白蘿蔔 1條、紅蘿蔔 半條、蒜瓣 4瓣、青蔥 1根、乾香菇 5~6朵, 調味：醬油 2大匙、米酒 1大匙、鹽巴 少許、味霖 1大匙、黑胡椒粉 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11916162-%E5%8E%9A%E7%94%9F%E5%BB%9A%E6%88%BF%E8%98%BF%E8%94%94%E7%87%92%E9%9B%9E,https://cookpad.com/tw/recipe/images/2d85d4f71cc9ba8d
爆汁肉包,"萬用麵團（包子，饅頭）, 中筋麵團 500g(過篩）, 酵母粉 5 g, 細砂糖 50 g, 常溫水250g, 蔥薑水（爆汁的關鍵）, 蔥1-2支 切末或段（約10g), 薑 20g(磨碎，拍扁都可）, 水 200-400g（這裡我用400g), 肉餡, 絞肉 500g(3分肥肉，7分瘦肉是完美比例）, 醬油 15 g, 砂糖 15 g, 鹽 5-10 g, 白胡椒粉 適量, 香油 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11915885-%E7%88%86%E6%B1%81%E8%82%89%E5%8C%85,https://cookpad.com/tw/recipe/images/18a17e6382b80d90
破布子蒸午仔魚,"午仔魚 1 條, 醬油 2 匙, 米酒 1 匙, 薑絲 少許, 破布子 2 匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11738142-%E7%A0%B4%E5%B8%83%E5%AD%90%E8%92%B8%E5%8D%88%E4%BB%94%E9%AD%9A,https://cookpad.com/tw/recipe/images/8cf288872f3407cd
氣炸紹興酒溏心蛋(糖心蛋)【氣炸鍋料理】,"室溫蛋 4-6 顆, 室溫飲用水 200 毫升, 醬油 100 毫升, 味醂 100 毫升, 紹興酒 100 毫升, 八角 3 顆, 冰飲用水 (讓蛋降溫用) 1000 毫升",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11915827-%E6%B0%A3%E7%82%B8%E7%B4%B9%E8%88%88%E9%85%92%E6%BA%8F%E5%BF%83%E8%9B%8B%E7%B3%96%E5%BF%83%E8%9B%8B%E6%B0%A3%E7%82%B8%E9%8D%8B%E6%96%99%E7%90%86,https://cookpad.com/tw/recipe/images/5a69a91d40d5009e
芋泥,"芋頭 一顆, 動物性鮮奶油 60 公克, 細砂糖 90 公克, 無鹽奶油 35 公克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11915702-%E8%8A%8B%E6%B3%A5,https://cookpad.com/tw/recipe/images/f5e0d61f9a908ce5
自家製非港式茶記*法蘭西多士,"方包or麥包 4塊(有皮or無皮均可), 蛋漿 1 隻, 花生醬 適量, 煉奶 適量, 牛油 適量, 特別版﹣芝士 1 塊",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11840503-%E8%87%AA%E5%AE%B6%E8%A3%BD%E9%9D%9E%E6%B8%AF%E5%BC%8F%E8%8C%B6%E8%A8%98%E6%B3%95%E8%98%AD%E8%A5%BF%E5%A4%9A%E5%A3%AB,https://cookpad.com/tw/recipe/images/0d80081bde500a48
雙蛋四季豆佐玉米筍,"皮蛋 2 顆, 鹹蛋 2 顆, 四季豆 適量, 玉米筍 5 根, 調味料：, 鹽巴 少許, 黑胡椒粉 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11915965-%E9%9B%99%E8%9B%8B%E5%9B%9B%E5%AD%A3%E8%B1%86%E4%BD%90%E7%8E%89%E7%B1%B3%E7%AD%8D,https://cookpad.com/tw/recipe/images/1fddc2973d61a468
健康蒸蛋飯,"蛋 2 顆, 高麗菜 半顆, 玉米 一條, 糙米飯 一碗, 薑黃粉 一匙, 芝麻 適量, 雞腿 一隻",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11915955-%E5%81%A5%E5%BA%B7%E8%92%B8%E8%9B%8B%E9%A3%AF,https://cookpad.com/tw/recipe/images/5d53d626b9300a95
氣炸豆腐豬肉丸,"豬絞肉/一盒, 板豆腐/適量, 鹽/半匙, 黑胡椒粉/適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11915881-%E6%B0%A3%E7%82%B8%E8%B1%86%E8%85%90%E8%B1%AC%E8%82%89%E4%B8%B8,https://cookpad.com/tw/recipe/images/b9dbb4f8e03a4527
花瓜豆皮,"條小胡瓜 3, 碗豆皮 1, 顆蒜頭 2, 鹽 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11915820-%E8%8A%B1%E7%93%9C%E8%B1%86%E7%9A%AE,https://cookpad.com/tw/recipe/images/06a0fd526fbd114a
南瓜燉飯 Risotto alla Zucca,"分組1, 奶油15公克, 南瓜300-400公克，切成三色蔬菜大小, 新鮮迷迭香一小段或乾燥迷迭香1公克, 大蒜一瓣, 分組2, 奶油15公克, 洋蔥30公克，切成綠豆大小, 燉飯米130公克, 帕瑪森乳酪25公克刨絲, 分組3, 雞肉高湯或蔬菜高湯600公克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11704531-%E5%8D%97%E7%93%9C%E7%87%89%E9%A3%AF-risotto-alla-zucca,https://cookpad.com/tw/recipe/images/bb6ed91c7e3be0fd
麻醬豆腐小松菜,"小松菜 1/2, 嫩豆腐 1/3 盒, 麻醬 1 小匙, 淡醬油 1 小匙, 味霖 1 小匙, 烏醋 1 小匙, 香油 1 小匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11870772-%E9%BA%BB%E9%86%AC%E8%B1%86%E8%85%90%E5%B0%8F%E6%9D%BE%E8%8F%9C,https://cookpad.com/tw/recipe/images/80166a885c7f9477
傳說中的“綠拿鐵”,"地瓜葉 1 小把, 草莓 4 顆, 香蕉 半條, 鮮奶 1 杯",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11915674-%E5%82%B3%E8%AA%AA%E4%B8%AD%E7%9A%84%E7%B6%A0%E6%8B%BF%E9%90%B5,https://cookpad.com/tw/recipe/images/22a19c4799cd53e3
台式酥炸雞排,"醃製的調料, 薑末 1 匙, 香蒜粉 或蒜末 1 匙, 米酒 120 cc, 五香粉 1/4 匙, 糖 1 匙, 醬油 1 匙, 玉米粉 2 匙, 小蘇打粉 1/4 匙, 雞排, 拍打過後的雞胸肉 300 克, 裹粉, 糯米粉 20%, 地瓜粉（樹薯粉） 80%, 油 1鍋",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11318569-%E5%8F%B0%E5%BC%8F%E9%85%A5%E7%82%B8%E9%9B%9E%E6%8E%92,https://cookpad.com/tw/recipe/images/1512ded4ddb72326
辣炒高麗菜五花肉,"高麗菜 1/4 顆, 五花肉 1 條, 辣豆瓣醬 適量, 素蠔油 適量, 蒜頭 適量, 蔥段 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11915513-%E8%BE%A3%E7%82%92%E9%AB%98%E9%BA%97%E8%8F%9C%E4%BA%94%E8%8A%B1%E8%82%89,https://cookpad.com/tw/recipe/images/a637202eb5b4b133
紅燒豆腐,"豆腐 6 大塊, 蔥 適量, 醬油膏 3 大匙, 橄欖油 2 大匙, 雞粉 適量, 照燒醬 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11915410-%E7%B4%85%E7%87%92%E8%B1%86%E8%85%90,https://cookpad.com/tw/recipe/images/1f6b4ee0f96a8ae2
椒麻宮保雞丁,"主要食材, 去骨雞腿1隻, 雞胸肉1份, 市售麻辣花生, 備料, 洋蔥 適量, 蔥段 適量（可有可無）, 蒜片 適量, 乾辣椒 適量, 醃料, 素蠔油 1 小匙, 鹽 適量, 香油 適量, 太白粉 適量, 調味料, 糖, 醬油, 素蠔油（可有可無）, 白醋, 麻油, 水, 油",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11876160-%E6%A4%92%E9%BA%BB%E5%AE%AE%E4%BF%9D%E9%9B%9E%E4%B8%81,https://cookpad.com/tw/recipe/images/072117ca031ec403
【熱壓吐司機】橄欖油熱壓櫛瓜,"節瓜 1 條, 鹽巴 1 g, ml橄欖油 10, 黑胡椒 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11872255-%E7%86%B1%E5%A3%93%E5%90%90%E5%8F%B8%E6%A9%9F%E6%A9%84%E6%AC%96%E6%B2%B9%E7%86%B1%E5%A3%93%E6%AB%9B%E7%93%9C,https://cookpad.com/tw/recipe/images/239cc38babff42ef
食煮#22 《蔥油拌麵》,"青蔥 1 把, 寬麵 1 人份, 水 500 ml, 老薑 5 片, 辣椒 2 條, 醬油 1 匙, 花椒 1 匙, 醬油膏 1 匙, 紅蔥頭 6 瓣, 蒜頭 3 瓣, 香油 1/2 匙, 鹽 適量, 沙拉油 200 ml",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11914970-%E9%A3%9F%E7%85%AE22-%E8%94%A5%E6%B2%B9%E6%8B%8C%E9%BA%B5,https://cookpad.com/tw/recipe/images/87589dc84a35a3d2
醬炒麵腸,"麵腸 2 條, 薑絲 30 克, 黃豆醬 1 大匙, 糖 1/2 小匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11863587-%E9%86%AC%E7%82%92%E9%BA%B5%E8%85%B8,https://cookpad.com/tw/recipe/images/bdb31c35ead51c02
400次咖啡～焦糖奶蓋咖啡,"即溶咖啡粉 6 克, 糖粉 6 克, 熱開水 6 克, 牛奶 1 杯, 冰塊 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11899628-400%E6%AC%A1%E5%92%96%E5%95%A1%EF%BD%9E%E7%84%A6%E7%B3%96%E5%A5%B6%E8%93%8B%E5%92%96%E5%95%A1,https://cookpad.com/tw/recipe/images/32395dd8cd40ce11
薑汁燒肉,"薄五花肉片 300, 蒜泥 2 粒, 薑泥 20, 蘋果泥 六分之一顆, 香油 1/2 t, 醬油 2 T, 酒 1 T, 水 1 T, 味醂 1/2 T, 糖 1/2 T, 玉米粉 1 t, 黑胡椒粉 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11914850-%E8%96%91%E6%B1%81%E7%87%92%E8%82%89,https://cookpad.com/tw/recipe/images/119ca09d9aa35840
核桃可頌,"麵粉 500 g, 速發酵母 6 g, 鹽 10 g, 糖 40 g, 牛奶 345 g, 奶油 40 g, 核桃 50 g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11914805-%E6%A0%B8%E6%A1%83%E5%8F%AF%E9%A0%8C,https://cookpad.com/tw/recipe/images/8e9d38ac36c4dc05
千層蛋糕,"低筋粉 175 g, 砂糖 30 g, 鹽 1/8 茶匙, 牛奶 350 ml, 牛油溶液 30g+15g, 蛋 2 隻, 雲喱拿油 少許, 忌廉餡, 淡忌廉 200 ml, 砂糖 20 g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11914618-%E5%8D%83%E5%B1%A4%E8%9B%8B%E7%B3%95,https://cookpad.com/tw/recipe/images/c0c3b239d4bdc12c
素魚香茄子（ 五辛奶素 ）,"食材 A, 茄子 x 2 條（ 切段 ）, 荸薺 x 4 個（ 切丁 ）, 食材 B, 蒜末 x 1 T, 薑末 x 1 T, 蔥花 x 2 T, 調味, 鮮菇鮮味炒手（ 奶素 ）1 t, 辣豆瓣醬 x 1 t, 醬油 x 1 t, 砂糖 x 1 t, 清水 x 半碗, 白醋 x 少許, 麻油 x 少許, 芡水 x 少許（ 太白粉 + 水 ）",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11874819-%E7%B4%A0%E9%AD%9A%E9%A6%99%E8%8C%84%E5%AD%90-%E4%BA%94%E8%BE%9B%E5%A5%B6%E7%B4%A0,https://cookpad.com/tw/recipe/images/56b572d62b125a08
鬆軟綿密的日式舒芙蕾鬆餅,"低筋麵粉 40 g, 砂糖 10 g, 蛋黃 2 顆, 牛油或沙拉油 大 2/1 大匙, 牛奶 20 g, 蛋白霜, 蛋白 2 個, 砂糖 30 g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11913636-%E9%AC%86%E8%BB%9F%E7%B6%BF%E5%AF%86%E7%9A%84%E6%97%A5%E5%BC%8F%E8%88%92%E8%8A%99%E8%95%BE%E9%AC%86%E9%A4%85,https://cookpad.com/tw/recipe/images/4f1aee9139923b6a
辣味噌煮雞,"雞腿 8 根, 薑片 適量, 蒜頭 適量, 香菜 數根, 蒜蓉辣椒醬 3 大匙, 味噌 3大匙(先加點冷水調開)",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11912859-%E8%BE%A3%E5%91%B3%E5%99%8C%E7%85%AE%E9%9B%9E,https://cookpad.com/tw/recipe/images/fecec9ef65fbc1ed
月見牛丼,"白飯 2 碗, 牛肉片 240 g, 洋蔥 120 g, 薑 5 g, 白芝麻 少許, 唐辛子 少許, 醬汁：, 水 30 ml, 醬油 20 ml, 味醂20ml, 清酒 15 ml, 糖 5 ml",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11911444-%E6%9C%88%E8%A6%8B%E7%89%9B%E4%B8%BC,https://cookpad.com/tw/recipe/images/ef148c746f978801
桂圓黑糖糕,"桂圓乾 適量, 黑糖 100 g, 溫開水 285 g, 沙拉油 5 g, 泡打粉 8 g, 低筋麵粉 130 g, 太白粉 55 g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11748793-%E6%A1%82%E5%9C%93%E9%BB%91%E7%B3%96%E7%B3%95,https://cookpad.com/tw/recipe/images/4282c4a2f933046c
簡易黑糖珍珠,"樹薯粉55 克, 黑糖20克, 滾開水30克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11912654-%E7%B0%A1%E6%98%93%E9%BB%91%E7%B3%96%E7%8F%8D%E7%8F%A0,https://cookpad.com/tw/recipe/images/a3fe464f848bb2bd
滷蹄膀（Instant pot),"蹄膀 1 個, 蔥 2 根, 薑 3-4 片, 辣椒 1 個, 滷包 1 個, 醬油 1/2 杯, 冰糖 適量, 老抽 1 大匙, 料酒 1/2 杯",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11781668-%E6%BB%B7%E8%B9%84%E8%86%80instant-pot,https://cookpad.com/tw/recipe/images/eda87844fbf52e37
玉米菇菇,"玉米粒 1 碗, 鴻禧菇 2 oz, 金針菇4oz, 紅蘿蔔丁 適量, 蔥 2 根",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11628163-%E7%8E%89%E7%B1%B3%E8%8F%87%E8%8F%87,https://cookpad.com/tw/recipe/images/0dc9f0066b769324
氣炸蕾絲蛋捲,"低筋麵粉100g, 抹茶粉10g, 雞蛋4顆, 牛奶10c.c, 砂糖30g, 奶油50g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11912335-%E6%B0%A3%E7%82%B8%E8%95%BE%E7%B5%B2%E8%9B%8B%E6%8D%B2,https://cookpad.com/tw/recipe/images/c5058e9985f97820
板豆腐煎雞蛋,"雞蛋 2 顆, 板豆腐 150 克, 鹽 適量, 青蔥 1 根",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11912297-%E6%9D%BF%E8%B1%86%E8%85%90%E7%85%8E%E9%9B%9E%E8%9B%8B,https://cookpad.com/tw/recipe/images/dd5e484acee2db21
高麗菜飯,"白飯 4 人份, 貢丸 3 顆, 乾香菇 4 朵, 高麗菜 適量, 菠菜 適量, 雞蛋 1 顆, 橄欖油 適量, 鹽巴 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11855895-%E9%AB%98%E9%BA%97%E8%8F%9C%E9%A3%AF,https://cookpad.com/tw/recipe/images/e5074ca0c444a8d2
巴斯克乳酪 (氣炸鍋 鮮奶版),"低筋麵粉20g, 鮮奶200g, 白砂糖60g, 奶油乳酪250g, 香草籽醬些許, 雞蛋2顆",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11912064-%E5%B7%B4%E6%96%AF%E5%85%8B%E4%B9%B3%E9%85%AA-%E6%B0%A3%E7%82%B8%E9%8D%8B-%E9%AE%AE%E5%A5%B6%E7%89%88,https://cookpad.com/tw/recipe/images/8714e90fd40a72e2
酥炸洋蔥圈,"洋蔥 2-3 顆, 雞蛋 1-2 顆, 糖 少許, 鹽 適量, 黑胡椒 適量, 義大利香料粉 適量, 脆酥粉 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11911876-%E9%85%A5%E7%82%B8%E6%B4%8B%E8%94%A5%E5%9C%88,https://cookpad.com/tw/recipe/images/e336c9756935d745
蒜蓉黃金蝦,"蝦 半斤, 鹹蛋 五隻, 沖 兩條, 蒜蓉 四粒, 調味料鹽 適量, 牛油 三湯匙, 胡椒粉 少許, 檸檬汁 一茶匙, 生粉 四湯匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11837538-%E8%92%9C%E8%93%89%E9%BB%83%E9%87%91%E8%9D%A6,https://cookpad.com/tw/recipe/images/08e02bd781e52ee6
簡易電子鍋滷肉,"家樂福三層肉兩盒, 米酒200cc, 醬油或醬油膏50cc, 砂糖或冰糖30克, 也可以用鋁罐可樂替代, 八角5-10朵, 白胡椒粉一湯匙, 會辣辣椒一條, 黑胡椒少許, 花椒少許, 鈕扣菇適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11911112-%E7%B0%A1%E6%98%93%E9%9B%BB%E5%AD%90%E9%8D%8B%E6%BB%B7%E8%82%89,https://cookpad.com/tw/recipe/images/390b4f66b5ad0aed
迷你蘇格蘭蛋,"牛絞肉 200 克, 洋蔥 1/4 顆, 鴳鶉蛋 300 克, 麵包粉 100 克, 蛋 1 顆, 義大利綜合香料 1 茶匙, 黑胡椒 1/4 茶匙, 鹽 1 小撮, 油 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11828527-%E8%BF%B7%E4%BD%A0%E8%98%87%E6%A0%BC%E8%98%AD%E8%9B%8B,https://cookpad.com/tw/recipe/images/8b7e948d88c6a4c1
金牌啤酒鴨（久燉出好菜）,"主食材, 土鴨切塊半隻, 金牌啤酒鋁罐375ml的3罐或是500ml的2罐, 調味料, 薄鹽醬油1米杯, 糖0.8米杯, 麥芽糖0.2杯（最後加）, 香油數滴（裝盤後淋至鴨肉上）, 辛香料（放入滷包袋）, 八角2顆, 蒜頭5顆拍碎, 蔥2隻（半隻切花放旁邊等起鍋灑上去，其他折半放入滷包袋）, 辣椒2~3隻, 老薑5片, 月桂葉2片, 花椒1小搓（可略）",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11911234-%E9%87%91%E7%89%8C%E5%95%A4%E9%85%92%E9%B4%A8%E4%B9%85%E7%87%89%E5%87%BA%E5%A5%BD%E8%8F%9C,https://cookpad.com/tw/recipe/images/1bf21bfb0e11a2cf
清脆炒高麗菜,"食材, 迷你高麗菜半顆, 紅蘿蔔1/3根切絲, 辣椒半根, 蒜頭兩顆切瓣, 芥花油, 調味料, 鹽巴2匙, 香油少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11911199-%E6%B8%85%E8%84%86%E7%82%92%E9%AB%98%E9%BA%97%E8%8F%9C,https://cookpad.com/tw/recipe/images/3dda230472a8c3d3
涼拌四季豆,"四季豆1包, 蒜頭5顆, 辣椒1支, 砂糖1/4茶匙, 鹽巴1/2茶匙, 胡椒1湯匙, 米酒1湯匙, 香油1 湯匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11911177-%E6%B6%BC%E6%8B%8C%E5%9B%9B%E5%AD%A3%E8%B1%86,https://cookpad.com/tw/recipe/images/d1d24f7bb460f1ca
巧克力厚片,"厚片吐司2-3片, 巧克力醬",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11911143-%E5%B7%A7%E5%85%8B%E5%8A%9B%E5%8E%9A%E7%89%87,https://cookpad.com/tw/recipe/images/eeb5f5b697fdac7e
龍鬚菜炒豆乾,"龍鬚菜 1 把, 紅蘿蔔絲 適量, 蒜頭 適量, 豆乾 8 塊, 醬油 2 大匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11911107-%E9%BE%8D%E9%AC%9A%E8%8F%9C%E7%82%92%E8%B1%86%E4%B9%BE,https://cookpad.com/tw/recipe/images/49d30bfed8132e7a
手抓餅,"手抓餅底 1 塊, 生菜 1 塊, 雞蛋 1 隻, 香腸 1 條, 芝士 2 塊",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11910988-%E6%89%8B%E6%8A%93%E9%A4%85,https://cookpad.com/tw/recipe/images/b19d91ca98294e2d
簡易炸醬,"豬絞肉, 豆干 4 塊, 紅蘿蔔 1 根, 蔥末, 罐頭肉醬 1 罐",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11911074-%E7%B0%A1%E6%98%93%E7%82%B8%E9%86%AC,https://cookpad.com/tw/recipe/images/ab80539b492ce6af
杏仁瓦片,"無鹽奶油 40 克, 細砂糖 50 克, 全蛋 1顆（60~65克）, 蛋白 2顆（約75克）, 低筋麵粉 60 克, 杏仁片 200 克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11911023-%E6%9D%8F%E4%BB%81%E7%93%A6%E7%89%87,https://cookpad.com/tw/recipe/images/34ad9ea5566c836a
起司風琴馬鈴薯,"一顆馬鈴薯, 一些起司",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11910990-%E8%B5%B7%E5%8F%B8%E9%A2%A8%E7%90%B4%E9%A6%AC%E9%88%B4%E8%96%AF,https://cookpad.com/tw/recipe/images/82259f4aa2ef3808
台式滷肉燥,"豬五花肉皮切丁2斤, 醬油2碗（飯碗）, 紅糖1碗（飯碗）, 紅蔥酥1碗（飯碗）",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11910835-%E5%8F%B0%E5%BC%8F%E6%BB%B7%E8%82%89%E7%87%A5,https://cookpad.com/tw/recipe/images/ea32ccbdc37fa7af
【一鍋到底】日式烤飯糰便當,"●玉子燒, 雞蛋 2 個, 鹽 適量, 糖 適量, ●日式烤飯糰, 白飯 3 飯碗, 蔥花 適量, 芝麻 適量, 鰹魚粉, 醬油, 香鬆粉, 香油, ●醬燒豬肉, 豬五花肉 100 g, 醬油, 味醂, 米酒",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11875231-%E4%B8%80%E9%8D%8B%E5%88%B0%E5%BA%95%E6%97%A5%E5%BC%8F%E7%83%A4%E9%A3%AF%E7%B3%B0%E4%BE%BF%E7%95%B6,https://cookpad.com/tw/recipe/images/13d021d1a5be0a83
鮮魚玉米稀飯,"虱目魚肉 100 克, 玉米 200 克, 鹽 1 茶匙, 水 600 c.c, 白飯 1碗（約250克）, 蔥花 5 克, 胡椒粉 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11794788-%E9%AE%AE%E9%AD%9A%E7%8E%89%E7%B1%B3%E7%A8%80%E9%A3%AF,https://cookpad.com/tw/recipe/images/380c0c726b239450
泰式紅咖哩,"邏依泰式紅咖哩, 雞胸肉2副, 馬鈴薯2顆, 番茄1顆, 洋蔥1顆, 玉米筍1盒, 九層塔少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11910430-%E6%B3%B0%E5%BC%8F%E7%B4%85%E5%92%96%E5%93%A9,https://cookpad.com/tw/recipe/images/6553320813ecd614
簡易蒸蛋~茶碗蒸,"蛋3顆, 水330ml, 高湯粉2克或柴魚醬油1匙, 鹽 少許, 配料, 香菇二朵, 海帶芽適量, 雞胸肉切小塊或蛤蜊魚板等(可略)",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11909432-%E7%B0%A1%E6%98%93%E8%92%B8%E8%9B%8B%E8%8C%B6%E7%A2%97%E8%92%B8,https://cookpad.com/tw/recipe/images/0aad036c582cb63d
